loc_rowid,pl_name,host_name,sy_star_count,sy_planet_count,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,facility_count,telescope_count,instrument_count,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,ttv_flag,st_temp_eff_k,st_temp_eff_k1,st_temp_eff_k2,st_radius,st_mass,st_metallicity,st_surf_gravity,rastr,ra,decstr,dec,sy_distance_pc,sy_vmag,sy_kmag,sy_gaiamag
2410,Kepler-1506 b,Kepler-1506,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,14.0329154,0.1168,1.32,0.118,2.3,0.00724,M-R relationship,0,0,5676,104.55,-89.59,0.93,0.95,-0.05,4.49,19h20m35.97s,290.1498822,+41d27m52.42s,41.4645625,2366.02,15.836,14.082,15.6243
2411,Kepler-1507 b,Kepler-1507,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,16.0506213,0.1234,0.84,0.075,0.52,0.00164,M-R relationship,0,0,5410,63.43,-70.14,0.85,0.89,-0.03,4.53,19h14m14.79s,288.5616269,+46d32m10.05s,46.5361247,320.478,13.267,11.386,13.1038
2412,Kepler-1508 b,Kepler-1508,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.7056504,0.1629,1.33,0.119,2.33,0.00733,M-R relationship,0,0,6158,294.77,-280.41,1.22,1.14,0.01,4.32,19h52m28.53s,298.1188802,+40d22m30.11s,40.3750316,1260.28,14.561,12.603,14.3466
2413,Kepler-1509 b,Kepler-1509,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,25.4338197,0.1707,1.85,0.165,4.08,0.0128,M-R relationship,0,0,5780,69.62,-80.25,0.99,1,0.03,4.45,18h55m11.47s,283.7977792,+46d55m51.65s,46.9310139,2002.96,15.455,13.887,15.3316
2414,Kepler-151 b,Kepler-151,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,15.228958,0.116,3.06,0.273,9.59,0.0302,M-R relationship,0,0,5460,200,-200,0.83,0.87,0.124,4.55,19h28m39.07s,292.1627933,+41d01m23.50s,41.0231947,649.919,14.957,12.864,14.7189
2415,Kepler-151 c,Kepler-151,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,24.674612,0.16,2.09,0.186,5.02,0.0158,M-R relationship,0,0,5460,200,-200,0.83,0.87,0.124,4.55,19h28m39.07s,292.1627933,+41d01m23.50s,41.0231947,649.919,14.957,12.864,14.7189
2416,Kepler-1510 b,Kepler-1510,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,84.703921,0.4089,3.36,0.3,11.2,0.0354,M-R relationship,0,0,6200,177.72,-224.25,1.28,1.19,0.04,4.29,19h55m50.19s,298.9591432,+48d15m28.19s,48.2578295,1696.25,15.315,13.728,15.1424
2417,Kepler-1511 b,Kepler-1511,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,23.2382792,0.1753,1.68,0.15,3.46,0.0109,M-R relationship,0,0,6064,72.72,-86.89,1.29,1.17,0.14,4.28,19h13m41.09s,288.4211892,+43d10m47.18s,43.179773,1475.6,13.564,12.471,13.5024
2418,Kepler-1512 b,Kepler-1512,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.35972599,0.1097,1.18,0.105,1.76,0.00553,M-R relationship,0,0,4372,59.14,-63.7,0.67,0.73,0.2,4.64,19h17m05.88s,289.2744976,+44d28m13.46s,44.4704056,162,13.451,10.623,13.2634
2419,Kepler-1513 b,Kepler-1513,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,160.8846509,0.5416,8.46,0.755,53.9,0.17,M-R relationship,0,0,5617,176.78,-124.96,0.97,0.99,0.14,4.46,19h19m10.02s,289.7917561,+39d17m06.96s,39.2852655,349.247,13.071,11.309,12.9559
2420,Kepler-1514 b,Kepler-1514,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,217.83184,0.753,12.42,1.108,1678.1424,5.28,Mass,0.401,0,6145,99,-80,1.29,1.2,0.119,4.29,19h30m30.60s,292.6274943,+37d51m36.60s,37.8601653,397.292,11.766,10.688,11.8292
2421,Kepler-1514 c,Kepler-1514,1,2,Transit,2020,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,10.514181,0.0997,1.176,0.105,1.74,0.00546,M-R relationship,0.32,0,6145,99,-80,1.29,1.2,0.119,4.29,19h30m30.60s,292.6274943,+37d51m36.60s,37.8601653,397.292,11.766,10.688,11.8292
2422,Kepler-1515 b,Kepler-1515,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,214.3114164,0.7655,9.55,0.852,66.2,0.208,M-R relationship,0,0,6511,94.24,-81.34,1.41,1.3,0.07,4.26,19h23m53.74s,290.9739057,+48d10m41.54s,48.1782059,539.321,12.1,10.886,11.9975
2423,Kepler-1516 b,Kepler-1516,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.25931979,0.0718,1.75,0.156,3.71,0.0117,M-R relationship,0,0,5904,92.11,-142.16,1.07,1.04,0.03,4.4,19h25m58.70s,291.4945795,+44d31m24.32s,44.5234227,1358.95,14.65,12.815,14.4469
2424,Kepler-1517 b,Kepler-1517,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.54608367,0.078,9.76,0.871,68.7,0.216,M-R relationship,0,0,7010,117.01,-113.2,1.95,1.58,0.01,4.06,19h11m13.73s,287.8072115,+43d11m19.68s,43.1888008,847.299,12.228,11.303,12.1739
2425,Kepler-1518 b,Kepler-1518,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.11177904,0.0593,3.05,0.272,9.53,0.03,M-R relationship,0,0,6846,320.29,-290.12,1.88,1.54,0.06,4.08,20h01m19.76s,300.3323404,+44d59m09.98s,44.9861065,903.51,13.374,12.058,13.2803
2426,Kepler-1519 b,Kepler-1519,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,240.7989397,0.7655,7.06,0.63,39.6,0.125,M-R relationship,0,0,5644,138.77,-112.71,0.91,0.94,-0.07,4.5,19h46m40.31s,296.6679448,+49d27m42.40s,49.4617774,1441.63,15.124,13.189,14.8034
2427,Kepler-152 b,Kepler-152,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,18.207973,0.124,2.79,0.249,8.2,0.0258,M-R relationship,0,0,5088,100,-100,0.72,0.83,-0.16,4.61,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.09,14.379,12.301,14.2437
2428,Kepler-152 c,Kepler-152,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,88.255055,0.356,2.39,0.213,6.3,0.0198,M-R relationship,0,0,5088,100,-100,0.72,0.83,-0.16,4.61,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.09,14.379,12.301,14.2437
2429,Kepler-1520 b,Kepler-1520,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.65355357,0.0129,5.77,0.515,28.1,0.0885,M-R relationship,0,0,4677,82.29,-71.28,0.71,0.76,0.04,4.61,19h23m51.89s,290.9662102,+51d30m17.16s,51.5047656,607.917,16.002,13.319,15.6932
2430,Kepler-1521 b,Kepler-1521,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,47.14840805,0.2317,2.5,0.223,6.8,0.0214,M-R relationship,0,0,5042,73.64,-58.14,0.76,0.81,-0.05,4.59,19h30m45.69s,292.6903779,+37d50m06.20s,37.8350549,206.983,13.049,10.84,12.8476
2431,Kepler-1522 b,Kepler-1522,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.84788917,0.0288,1.73,0.154,3.64,0.0115,M-R relationship,0,0,5706,131.97,-100.71,0.93,0.96,-0.07,4.49,19h19m22.38s,289.8432347,+52d04m12.75s,52.0702094,814.125,14.357,12.621,14.1963
2432,Kepler-1523 b,Kepler-1523,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.93875077,0.0185,1.58,0.141,3.12,0.00982,M-R relationship,0,0,5708,150,-158.59,0.96,0.97,0,4.46,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.596,14.993,13.182,14.8369
2433,Kepler-1524 b,Kepler-1524,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,70.9674603,0.3392,3.54,0.316,12.3,0.0386,M-R relationship,0,1,6179,148.99,-210.53,1.25,1.17,0.04,4.31,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.773,12.802,11.263,12.7003
2434,Kepler-1525 b,Kepler-1525,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.41660118,0.036,0.91,0.081,0.693,0.00218,M-R relationship,0,0,5748,70.33,-66.29,1.04,1.07,0.27,4.44,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.989,12.797,11.193,12.6919
2435,Kepler-1526 b,Kepler-1526,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.908632,0.0418,2.43,0.217,6.48,0.0204,M-R relationship,0,0,4601,88.57,-73.91,0.69,0.73,-0.01,4.62,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.574,15.935,13.208,15.6551
2436,Kepler-1527 b,Kepler-1527,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,160.129918,0.6276,4.77,0.426,20.4,0.0641,M-R relationship,0,1,6224,111.75,-166.75,1.32,1.21,0.07,4.27,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.13,15.161,13.617,15.0782
2437,Kepler-1528 b,Kepler-1528,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.79111021,0.0296,1.46,0.13,2.73,0.00859,M-R relationship,0,0,5857,88.96,-92.52,1.03,1.03,0.03,4.43,19h09m36.72s,287.4029864,+46d34m26.43s,46.5740084,817.534,14.576,13.032,14.4764
2438,Kepler-1529 b,Kepler-1529,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.33905686,0.0525,2.1,0.187,5.06,0.0159,M-R relationship,0,0,5048,65.08,-97.92,0.77,0.81,-0.03,4.58,19h19m28.98s,289.8707469,+41d02m26.69s,41.0407482,661.014,15.297,13.257,15.3885
2439,Kepler-153 b,Kepler-153,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,18.870227,0.129,2.92,0.261,8.85,0.0279,M-R relationship,0,0,5404,200,-200,0.89,0.83,-0.12,4.45,18h49m50.52s,282.460502,+48d15m25.31s,48.2570293,459.368,14.388,12.418,14.2493
2440,Kepler-153 c,Kepler-153,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,46.90232,0.237,2.53,0.226,6.94,0.0218,M-R relationship,0,0,5404,200,-200,0.89,0.83,-0.12,4.45,18h49m50.52s,282.460502,+48d15m25.31s,48.2570293,459.368,14.388,12.418,14.2493
2441,Kepler-1530 b,Kepler-1530,1,3,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.5904434,0.0371,1.64,0.146,3.33,0.0105,M-R relationship,0,0,5477,62.89,-65.13,0.88,0.92,0.03,4.52,19h12m38.99s,288.1624396,+48d09m54.55s,48.165153,489.876,14.15,12.3,14.0055
2442,Kepler-1530 c,Kepler-1530,1,3,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.3227406,0.06,1.65,0.147,3.36,0.0106,M-R relationship,0,1,5477,62.89,-65.13,0.88,0.92,0.03,4.52,19h12m38.99s,288.1624396,+48d09m54.55s,48.165153,489.876,14.15,12.3,14.0055
2443,Kepler-1530 d,Kepler-1530,1,3,Transit,2021,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,9.20761013,0.0865,3.279,0.293,10.8,0.0339,M-R relationship,0,0,5678,171,-188,1.3,1.01,0.2,4.21,19h12m38.99s,288.1624396,+48d09m54.55s,48.165153,489.876,14.15,12.3,14.0055
2444,Kepler-1531 b,Kepler-1531,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.13854338,0.022,1.11,0.099,1.41,0.00444,M-R relationship,0,0,6260,161.61,-182.91,1.27,1.16,-0.03,4.29,19h00m35.19s,285.146622,+39d22m14.90s,39.3708055,666.334,13.202,11.772,13.1712
2445,Kepler-1532 b,Kepler-1532,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.09366356,0.0206,1.35,0.12,2.39,0.00752,M-R relationship,0,0,5559,129.54,-75.54,0.88,0.91,-0.1,4.51,19h47m36.67s,296.902784,+41d11m53.31s,41.1981424,798.246,15.293,13.23,14.8028
2446,Kepler-1533 b,Kepler-1533,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,308.5471,0.9625,3.46,0.309,11.8,0.0372,M-R relationship,0,0,6431,243.97,-226.69,1.51,1.31,0.03,4.2,19h43m54.14s,295.9755645,+44d42m48.15s,44.7133739,966.801,13.289,11.926,13.1678
2447,Kepler-1534 b,Kepler-1534,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.71668872,0.0599,1.89,0.169,4.23,0.0133,M-R relationship,0,0,5442,130.03,-110.47,0.86,0.9,-0.01,4.52,19h29m34.89s,292.395373,+43d52m08.88s,43.8691326,1107,16.429,13.93,16.2352
2448,Kepler-1535 b,Kepler-1535,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,138.9442,0.5329,2.55,0.227,7.04,0.0221,M-R relationship,0,0,6021,94.56,-92.04,1.11,1.08,0,4.38,19h06m27.28s,286.613685,+38d53m31.02s,38.8919507,897.733,14.385,12.744,14.1798
2449,Kepler-1536 b,Kepler-1536,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,364.758031,0.8507,3.14,0.28,10,0.0315,M-R relationship,0,0,4434,69.95,-76.77,0.67,0.71,0.05,4.64,19h26m20.46s,291.5852554,+45d42m57.15s,45.7158742,387.248,15.464,12.55,15.1407
2450,Kepler-1537 b,Kepler-1537,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.4444538,0.0245,1.18,0.105,1.76,0.00553,M-R relationship,0,0,5079,106.9,-78.8,0.77,0.81,-0.08,4.58,19h37m32.49s,294.3853917,+43d49m31.61s,43.8254461,517.292,14.827,12.519,14.5457
2451,Kepler-1538 b,Kepler-1538,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,175.138819,0.6095,2.82,0.252,8.35,0.0263,M-R relationship,0,0,5837,68.83,-71.61,1.03,1.03,0.02,4.42,18h53m22.95s,283.345611,+45d16m27.69s,45.2743573,1125.3,15.551,13.751,15.2279
2452,Kepler-1539 b,Kepler-1539,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,133.3036741,0.4765,2.7,0.241,7.75,0.0244,M-R relationship,0,0,5176,55.53,-57.95,0.8,0.84,-0.01,4.57,18h56m52.67s,284.2194566,+44d16m06.65s,44.2685146,748.326,15.487,13.382,15.3085
2453,Kepler-154 b,Kepler-154,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,33.040532,0.198,2.26,0.202,5.73,0.018,M-R relationship,0,0,5690,108,-108,1,0.98,-0.04,4.42,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,14.646,12.986,14.5121
2454,Kepler-154 c,Kepler-154,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,62.303276,0.303,2.95,0.263,9.01,0.0283,M-R relationship,0,0,5690,108,-108,1,0.98,-0.04,4.42,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,14.646,12.986,14.5121
2455,Kepler-154 d,Kepler-154,1,5,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.54981883,0.1415,3.84,0.343,14.1,0.0444,M-R relationship,0,0,5769,78.25,-70.85,0.98,0.98,-0.04,4.45,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,14.646,12.986,14.5121
2456,Kepler-154 e,Kepler-154,1,5,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.93276465,0.047,1.5,0.134,2.86,0.00899,M-R relationship,0,0,5769,78.25,-70.85,0.98,0.98,-0.04,4.45,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,14.646,12.986,14.5121
2457,Kepler-154 f,Kepler-154,1,5,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,9.91935684,0.0871,1.5,0.134,2.86,0.00899,M-R relationship,0,0,5769,78.25,-70.85,0.98,0.98,-0.04,4.45,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,14.646,12.986,14.5121
2458,Kepler-1540 b,Kepler-1540,2,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,125.4131177,0.4426,2.49,0.222,6.76,0.0213,M-R relationship,0,0,4540,69.37,-88.2,0.69,0.74,0.1,4.63,18h53m22.69s,283.3445555,+41d12m06.32s,41.2017544,244.96,14.429,11.519,14.0831
2459,Kepler-1541 b,Kepler-1541,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.40691199,0.0781,1.16,0.103,1.65,0.00521,M-R relationship,0,0,5282,75.06,-78.58,0.81,0.86,-0.04,4.56,18h55m08.90s,283.7870875,+48d01m46.57s,48.0296019,416.692,13.944,11.927,13.7908
2460,Kepler-1542 b,Kepler-1542,1,4,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.95116882,0.0479,0.76,0.068,0.363,0.00114,M-R relationship,0,0,5564,63.25,-63.29,0.99,0.94,0.06,4.41,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.114,12.734,10.989,12.5876
2461,Kepler-1542 c,Kepler-1542,1,4,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.89223021,0.0389,0.65,0.058,0.208,0.00065,M-R relationship,0,0,5564,63.25,-63.29,0.99,0.94,0.06,4.41,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.114,12.734,10.989,12.5876
2462,Kepler-1542 d,Kepler-1542,1,4,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.99273738,0.0632,0.87,0.078,0.59,0.00186,M-R relationship,0,0,5564,63.25,-63.29,0.99,0.94,0.06,4.41,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.114,12.734,10.989,12.5876
2463,Kepler-1542 e,Kepler-1542,1,4,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.10115756,0.0567,0.76,0.068,0.363,0.00114,M-R relationship,0,0,5564,63.25,-63.29,0.99,0.94,0.06,4.41,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.114,12.734,10.989,12.5876
2464,Kepler-1543 b,Kepler-1543,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,6.96710269,0.0867,2.71,0.242,7.8,0.0245,M-R relationship,0,0,6561,148.25,-171.68,1.65,1.39,0.07,4.14,19h48m29.83s,297.1242915,+47d02m13.16s,47.0369876,921.784,13.495,12.291,13.4193
2465,Kepler-1544 b,Kepler-1544,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,168.811174,0.5421,1.78,0.159,3.82,0.012,M-R relationship,0,0,4886,73.93,-56.64,0.74,0.81,0.02,4.61,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,14.287,11.903,14.039
2466,Kepler-1545 b,Kepler-1545,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,163.692349,0.5442,2.7,0.241,7.75,0.0244,M-R relationship,0,0,5201,136.42,-84.36,0.8,0.84,-0.06,4.57,19h55m35.72s,298.8988313,+47d27m47.05s,47.4630696,729.964,15.256,13.139,15.0334
2467,Kepler-1546 b,Kepler-1546,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,19.5974971,0.1366,3.13,0.279,9.96,0.0313,M-R relationship,0,0,5623,325.49,-260.22,0.93,0.95,0.01,4.48,19h50m20.14s,297.5839183,+41d32m28.32s,41.5411993,931.956,15.596,13.511,15.368
2468,Kepler-1547 b,Kepler-1547,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.69297968,0.0165,0.9,0.08,0.666,0.0021,M-R relationship,0,0,6078,94.46,-139.23,1.18,1.12,0.04,4.34,18h55m03.37s,283.7640396,+42d13m19.56s,42.2220992,674.695,13.464,11.996,13.4085
2469,Kepler-1548 b,Kepler-1548,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,124.828679,0.4679,2.64,0.236,7.46,0.0235,M-R relationship,0,0,5706,63.43,-77.25,0.97,0.99,0.05,4.46,19h09m53.08s,287.4711817,+46d04m50.05s,46.0805706,872.279,15.324,13.7,15.2455
2470,Kepler-1549 b,Kepler-1549,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,214.886545,0.6687,2.57,0.229,7.13,0.0224,M-R relationship,0,0,5324,103.58,-124.08,0.84,0.88,0.02,4.54,19h04m12.59s,286.0524399,+39d05m45.70s,39.0960281,803.052,15.353,13.271,15.1516
2471,Kepler-155 b,Kepler-155,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.931194,0.056,2.09,0.186,5.02,0.0158,M-R relationship,0,0,4508,100,-100,0.62,0.64,-0.142,4.68,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.499,14.654,11.805,14.24
2472,Kepler-155 c,Kepler-155,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,52.661793,0.242,2.24,0.2,5.65,0.0178,M-R relationship,0,0,4508,100,-100,0.62,0.64,-0.142,4.68,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.499,14.654,11.805,14.24
2473,Kepler-1550 b,Kepler-1550,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,225.582809,0.7681,3.02,0.269,9.38,0.0295,M-R relationship,0,0,5991,161.09,-159.37,1.11,1.07,0.01,4.38,19h11m03.51s,287.7646113,+38d17m40.95s,38.2947076,1179.01,15.107,13.427,14.8841
2474,Kepler-1551 b,Kepler-1551,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,24.4973698,0.1772,2.66,0.237,7.56,0.0238,M-R relationship,0,0,6136,242.35,-164.67,1.22,1.14,0.01,4.32,19h43m08.53s,295.7855238,+39d54m28.42s,39.9078956,1463.72,15.371,13.77,15.0975
2475,Kepler-1552 b,Kepler-1552,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,184.771853,0.6045,2.47,0.22,6.66,0.021,M-R relationship,0,1,5202,85.4,-75.4,0.78,0.85,-0.07,4.58,19h26m42.45s,291.6768669,+38d52m29.69s,38.8749152,769.096,15.203,12.881,14.9308
2476,Kepler-1553 b,Kepler-1553,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.24261881,0.0481,1.15,0.103,1.6,0.00505,M-R relationship,0,0,5288,98.79,-66.74,0.81,0.85,-0.09,4.56,19h27m40.59s,291.9191348,+39d01m19.84s,39.0221769,692.594,15.251,13.167,14.9914
2477,Kepler-1554 b,Kepler-1554,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,198.088774,0.6314,2.9,0.259,8.75,0.0275,M-R relationship,0,0,5297,102.5,-97.44,0.81,0.84,-0.1,4.56,19h06m18.24s,286.576016,+41d44m29.67s,41.7415762,946.847,15.93,13.814,15.7147
2478,Kepler-1555 b,Kepler-1555,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.10501635,0.0805,1.61,0.144,3.22,0.0101,M-R relationship,0,0,5866,71.46,-82.62,1.06,1.04,0.03,4.4,19h10m32.51s,287.6354587,+45d42m57.72s,45.7160327,2013.27,15.425,13.834,15.3259
2479,Kepler-1556 b,Kepler-1556,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.82713457,0.0829,1.96,0.175,4.5,0.0142,M-R relationship,0,0,5608,69.12,-91.9,0.95,0.97,0.08,4.47,19h13m35.27s,288.3969751,+40d12m47.48s,40.2131892,944.54,15.651,13.555,15.2978
2480,Kepler-1557 b,Kepler-1557,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.74032496,0.049,1.53,0.136,2.96,0.0093,M-R relationship,0,0,6099,112,-191.52,1.17,1.11,0.02,4.34,19h35m31.53s,293.8813592,+46d50m19.74s,46.8388172,1380.16,15.383,13.8,15.2987
2481,Kepler-1558 b,Kepler-1558,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.50470358,0.0419,0.68,0.061,0.244,0.00077,M-R relationship,0,0,5101,59.21,-59.69,0.79,0.83,0,4.57,19h07m16.66s,286.8194349,+46d54m42.42s,46.9117837,325.737,13.809,11.657,13.5998
2482,Kepler-1559 b,Kepler-1559,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.97191543,0.018,0.72,0.064,0.299,0.00094,M-R relationship,0,0,5316,98.57,-97.87,0.82,0.86,-0.04,4.55,19h29m08.80s,292.2866565,+42d04m21.34s,42.0725948,614.827,14.549,12.634,14.488
2483,Kepler-156 b,Kepler-156,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.973456,0.054,2.3,0.205,5.9,0.0186,M-R relationship,0,0,5094,100,-100,0.81,0.84,0.254,4.55,19h21m11.14s,290.2964214,+37d44m57.94s,37.7494271,443.483,14.339,12.155,14.1564
